bvmc_id,nombre,wikidata_uri,pais,sexo,imagen,ano_nacimiento,ano_fallecimiento,generos
66021,Pablo Milanés,http://www.wikidata.org/entity/Q560953,Cuba,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Pablo%20milanes.jpg,1943,,
5468,Joan Fuster,http://www.wikidata.org/entity/Q561147,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Joanfuster.jpg,1922,1992,
663,Thomas Love Peacock,http://www.wikidata.org/entity/Q561408,Reino Unido,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Love%20Peacock%20by%20Henry%20Wallis.jpg,1785,1866,
2344,Vincenzo Maria Coronelli,http://www.wikidata.org/entity/Q561604,República de Venecia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Coronelli%20Portrait%202.JPG,1650,1718,
19842,François Hotman,http://www.wikidata.org/entity/Q561737,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Hotman.jpg,1524,1590,
18997,Pedro Berruguete,http://www.wikidata.org/entity/Q561783,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Berruguete-Pedro-selfportrait.jpg,1450,1504,
74420,Armand Gatti,http://www.wikidata.org/entity/Q561835,Francia,masculino,,1924,2017,
8457,José Emilio Pacheco,http://www.wikidata.org/entity/Q561833,México,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Jose%20Emilio%20Pacheco.jpg,1939,2014,
527,Ricardo Palma,http://www.wikidata.org/entity/Q562178,Perú,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Palma1.jpg,1833,1919,
40660,Segismundo Moret,http://www.wikidata.org/entity/Q562515,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Segismundo%20Moret%2C%20de%20Kaulak.jpg,1833,1913,
30306,Raimundo Lida,http://www.wikidata.org/entity/Q562909,Argentina,masculino,,1908,1979,
74356,Cneo Julio Agrícola,http://www.wikidata.org/entity/Q272082,Antigua Roma,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Agricola%20at%20Bath.jpg,40,93,
4093,Étienne Bonnot de Condillac,http://www.wikidata.org/entity/Q272119,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Etienne%20Bonnot%20de%20Condillac.jpg,1714,1780,
55092,Henryk Wieniawski,http://www.wikidata.org/entity/Q272184,Polonia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/HenrykWieniawski.jpg,1835,1880,música clásica
11781,Eugène Viollet-le-Duc,http://www.wikidata.org/entity/Q272912,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Eugene%20viollet%20le%20duc.jpg,1814,1879,
39088,Simónides de Ceos,http://www.wikidata.org/entity/Q273003,,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Pompeii%20-%20Casa%20del%20Poeta%20Tragico%20-%20Theater%203.jpg,-555,-467,
27542,Alfonso María de Ligorio,http://www.wikidata.org/entity/Q273334,,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Liguori.jpg,1696,1787,
19958,Marco Anneo Séneca,http://www.wikidata.org/entity/Q273671,Antigua Roma,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Seneka%20Starszy%20Sevilla.JPG,-53,39,
1889,François de La Rochefoucauld,http://www.wikidata.org/entity/Q273708,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20de%20La%20Rochefoucauld.jpg,1613,1680,
59207,Alejandro Amenábar,http://www.wikidata.org/entity/Q274070,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Punto%20de%20Prensa%20%284790120023%29.jpg,1972,,
71499,Édouard Drumont,http://www.wikidata.org/entity/Q274297,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Drumont.jpg,1844,1917,
71499,Édouard Drumont,http://www.wikidata.org/entity/Q274297,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Drumont%20BNF%20Gallica.jpg,1844,1917,
41206,Édouard Glissant,http://www.wikidata.org/entity/Q274319,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Glissant.jpg,1928,2011,
43630,Édouard Herriot,http://www.wikidata.org/entity/Q274344,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Herriot%20-%20Pr%C3%A9sident%20du%20Conseil%20-%201924.jpeg,1872,1957,
82904,Claudio Magris,http://www.wikidata.org/entity/Q274404,Italia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Friedenspreis-ffm-2009-magris-012-a.jpg,1939,,
72355,Eduardo Laboulaye,http://www.wikidata.org/entity/Q274429,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Laboulaye%20%28photo%29.jpg,1811,1883,
43532,Élie Faure,http://www.wikidata.org/entity/Q274646,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lie%20Faure%20-%201878%20-%20Atelier%20Nadar.jpg,1873,1937,
42225,Élmer Mendoza,http://www.wikidata.org/entity/Q274747,México,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lmer%20Mendoza%20en%20Guadalajara.JPG,1949,,
12402,Emile Bourgeois,http://www.wikidata.org/entity/Q274957,Francia,masculino,,1857,1934,
37192,Émile Boutroux,http://www.wikidata.org/entity/Q274969,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89mile%20Boutroux.jpg,1845,1921,
10726,Émile Cartailhac,http://www.wikidata.org/entity/Q274996,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89mile%20Cartailhac%20Mus%C3%A9um%20de%20Toulouse.jpg,1845,1921,
10892,Alain,http://www.wikidata.org/entity/Q275003,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89mile%20Chartier%20portrait.jpg,1868,1951,
37069,Witold Gombrowicz,http://www.wikidata.org/entity/Q275175,Segunda República Polaca,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Witold%20Gombrowicz%20by%20Bohdan%20Paczowski%20-%20detail.jpg,1904,1969,cuento
37069,Witold Gombrowicz,http://www.wikidata.org/entity/Q275175,Imperio ruso,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Witold%20Gombrowicz%20by%20Bohdan%20Paczowski%20-%20detail.jpg,1904,1969,cuento
20627,Aurelio Víctor,http://www.wikidata.org/entity/Q275606,Antigua Roma,masculino,,320,390,
36873,Aki Kaurismäki,http://www.wikidata.org/entity/Q276186,Finlandia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Aki%20Kaurism%C3%A4ki.jpg,1957,,
42208,Ernesto Cardenal,http://www.wikidata.org/entity/Q276510,Nicaragua,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/FOTO-CARDENAL.tiff,1925,,
20079,Michel Eyzinger,http://www.wikidata.org/entity/Q279495,,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Rathausturm%20K%C3%B6ln%20-%20Kaspar%20Ulenberg%20-%20Michael%20von%20Aitzing-7892.jpg,1530,1598,
68902,Jacques-Philippe Le Bas,http://www.wikidata.org/entity/Q280936,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/J%20P%20Le%20Bas%20portrait.jpg,1707,1783,
22994,Juan Gerson,http://www.wikidata.org/entity/Q281179,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/JeanGerson.jpg,1363,1429,
37558,José María Souvirón,http://www.wikidata.org/entity/Q281270,España,masculino,,1904,1973,poesía
12,Enrique de Villena,http://www.wikidata.org/entity/Q281456,España,masculino,,1384,1434,
8177,Luis Antonio de Belluga y Moncada,http://www.wikidata.org/entity/Q281528,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/BELLUGA%20Y%20MONCADA.jpg,1662,1743,
44221,Lev Knipper,http://www.wikidata.org/entity/Q281536,Imperio ruso,masculino,,1898,1974,ópera
44221,Lev Knipper,http://www.wikidata.org/entity/Q281536,Unión Soviética,masculino,,1898,1974,ópera
43681,Moïse Kisling,http://www.wikidata.org/entity/Q281812,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20032.jpg,1891,1953,
43681,Moïse Kisling,http://www.wikidata.org/entity/Q281812,Polonia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Amedeo%20Modigliani%20032.jpg,1891,1953,
43988,Arnold Szyfman,http://www.wikidata.org/entity/Q282093,Polonia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Arnold%20Szyfman.jpg,1882,1967,
4927,Juan de Pablo Bonet,http://www.wikidata.org/entity/Q282410,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Pablo%20Bonet.jpg,1579,1633,
60,Gaspar Melchor de Jovellanos,http://www.wikidata.org/entity/Q282498,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20y%20Lucientes%20-%20Gaspar%20Melchor%20de%20Jovellanos.jpg,1744,1811,
68836,Giovanni Battista Piazzetta,http://www.wikidata.org/entity/Q282670,Italia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Giambattista%20Piazzetta%2C%20Giambattista%20Piazzetta.jpg,1682,1754,
68836,Giovanni Battista Piazzetta,http://www.wikidata.org/entity/Q282670,Italia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Giambattista%20Piazzetta%2C%20Giambattista%20Piazzetta.jpg,1683,1754,
43952,Maurice Schumann,http://www.wikidata.org/entity/Q282882,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Maurice%20Schumann%20%281969%29.jpg,1911,1998,
43444,André Chastel,http://www.wikidata.org/entity/Q283088,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%BCrer%20Melancholia%20I.jpg,1912,1990,
67969,Luis Paret,http://www.wikidata.org/entity/Q283412,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Autorretrato%20de%20Luis%20Paret.jpg,1746,1799,escena de género
30961,Manuel Puig,http://www.wikidata.org/entity/Q284560,Argentina,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20Puig%2C%201979.jpg,1932,1990,
1410,Casimir Pierre Périer,http://www.wikidata.org/entity/Q284683,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Casimir%20Pierre%20P%C3%A9rier.jpg,1777,1832,
9330,Benjamin Péret,http://www.wikidata.org/entity/Q284769,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/BenjaminP%C3%A9ret.jpg,1899,1959,
8869,Lon Fuller,http://www.wikidata.org/entity/Q286431,Estados Unidos,masculino,,1902,1978,
46208,Émile Vuillermoz,http://www.wikidata.org/entity/Q286566,Francia,masculino,,1878,1960,
1098,Camilo Pessanha,http://www.wikidata.org/entity/Q286722,Portugal,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Camilopessanha.jpg,1867,1926,
43982,Jan Żabiński,http://www.wikidata.org/entity/Q286789,Polonia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Zabinski%20Polish%20scientist.jpg,1897,1974,
15444,Jordi Galceran,http://www.wikidata.org/entity/Q287384,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/JORDI%20GALCERAN.jpg,1964,,
27468,Theodorus Gaza,http://www.wikidata.org/entity/Q287485,Imperio bizantino,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Cristofano%20dell%27altissimo%2C%20teodoro%20gaza%2C%201556%20crop.JPG,1398,1475,
27468,Theodorus Gaza,http://www.wikidata.org/entity/Q287485,Imperio bizantino,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Cristofano%20dell%27altissimo%2C%20teodoro%20gaza%2C%201556%20crop.JPG,1410,1475,
59813,Theodorus Gaza,http://www.wikidata.org/entity/Q287485,Imperio bizantino,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Cristofano%20dell%27altissimo%2C%20teodoro%20gaza%2C%201556%20crop.JPG,1398,1475,
59813,Theodorus Gaza,http://www.wikidata.org/entity/Q287485,Imperio bizantino,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Cristofano%20dell%27altissimo%2C%20teodoro%20gaza%2C%201556%20crop.JPG,1410,1475,
9543,Roberto G. Fernández,http://www.wikidata.org/entity/Q287898,Cuba,masculino,,1951,,
9543,Roberto G. Fernández,http://www.wikidata.org/entity/Q287898,Estados Unidos,masculino,,1951,,
50603,Éric Heidsieck,http://www.wikidata.org/entity/Q288195,Francia,masculino,,1936,,
71989,William Thomas Stead,http://www.wikidata.org/entity/Q288301,Reino Unido,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Thomas%20Stead.jpg,1849,1912,
9351,Érico Veríssimo,http://www.wikidata.org/entity/Q288501,Brasil,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato-erico-revista-do-globo-reproducao.jpg,1905,1975,
2948,Alejandro Casona,http://www.wikidata.org/entity/Q289215,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Busto%20de%20Alejandro%20Casona-2.JPG,1903,1965,dramaturgo#teatro#poesía
545,Étienne Jodelle,http://www.wikidata.org/entity/Q289801,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Etienne%20Jodelle.jpg,1532,1573,tragedia
30878,Íñigo Abbad y Lasierra,http://www.wikidata.org/entity/Q291860,España,masculino,,1745,1813,
30903,Óscar Hahn,http://www.wikidata.org/entity/Q293375,Chile,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Hahn.jpg,1938,,poesía
38,"José María Blanco Crespo ""Blanco White""",http://www.wikidata.org/entity/Q3047406,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Blanco%20White%20NPG.jpg,1775,1841,poesía
9601,Ricardo Carballo Calero,http://www.wikidata.org/entity/Q3047766,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Ricardo%20Carballo%20Calero%20na%20s%C3%BAa%20xuventude.jpg,1910,1990,
10455,Eduardo Carranza,http://www.wikidata.org/entity/Q3048312,Colombia,masculino,,1913,1985,
5691,Eduardo Ugarte,http://www.wikidata.org/entity/Q3048391,México,masculino,,1900,1955,dramaturgia
5691,Eduardo Ugarte,http://www.wikidata.org/entity/Q3048391,España,masculino,,1900,1955,dramaturgia
20581,Edward Wotton,http://www.wikidata.org/entity/Q3048505,,masculino,,1492,1555,
11476,Joan Bassegoda,http://www.wikidata.org/entity/Q3048673,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Reial%20C%C3%A0tedra%20Gaud%C3%AD.JPG,1930,2012,
12876,Pedro de Ribera,http://www.wikidata.org/entity/Q3049047,España,masculino,,1681,1742,
37644,Joaquín Ruiz-Giménez,http://www.wikidata.org/entity/Q3050228,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Joaqu%C3%ADn%20Ruiz%20Gim%C3%A9nez.jpg,1913,2009,
34156,Enrique Lihn,http://www.wikidata.org/entity/Q3054687,Chile,masculino,,1929,1988,poesía
8937,Enrique Larreta,http://www.wikidata.org/entity/Q3054691,Argentina,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Enrique%20Larreta%201914%20%281%29.jpg,1875,1961,
660,Julio Herrera y Reissig,http://www.wikidata.org/entity/Q3058092,Uruguay,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Herrera%20y%20Reissig.jpg,1875,1910,poesía
10474,Esteban Francés,http://www.wikidata.org/entity/Q3058864,España,masculino,,1913,1976,
13589,Eugenio Montes,http://www.wikidata.org/entity/Q3059615,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Eugenio%20Montes%201935.jpg,1900,1982,poesía
36955,Eugène Pittard,http://www.wikidata.org/entity/Q3060102,Suiza,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/EugenePittard.jpg,1867,1962,
623,Juan Rodríguez del Padrón,http://www.wikidata.org/entity/Q3062520,España,masculino,,1390,1450,
1417,Teodoro Llorente Olivares,http://www.wikidata.org/entity/Q3064232,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Retrat%20de%20Teodor%20Llorente%20i%20Olivares%2C%201872.jpg,1836,1911,
710,Raul Pompéia,http://www.wikidata.org/entity/Q3064910,Brasil,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Raul%20Pompeia.jpg,1863,1895,
21302,Juan Francisco de la Cerda,http://www.wikidata.org/entity/Q3067105,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Claudio%20Coello%20-%20Juan%20Francisco%20de%20la%20Cerda%2C%20VIII%20Duke%20of%20Medinaceli%20-%20Google%20Art%20Project.jpg,1637,1691,
3681,Joaquim Rubió y Ors,http://www.wikidata.org/entity/Q3067739,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Rubio%20i%20ors.jpg,1818,1899,
2696,Juan María Gutiérrez,http://www.wikidata.org/entity/Q3067804,Argentina,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/JuanMariaGutierrez.JPG,1809,1878,
10220,Felipe Sassone,http://www.wikidata.org/entity/Q3068139,Perú,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Sassone.jpg,1884,1959,novela
224,Felipe Trigo,http://www.wikidata.org/entity/Q3068144,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Felipe%20Trigo%201912.png,1864,1916,novela
65573,Fernando Valdés Salas,http://www.wikidata.org/entity/Q3069570,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/ValdesSalas.jpg,1483,1568,
73328,Thorold Rogers,http://www.wikidata.org/entity/Q3069804,Reino Unido,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Edwin%20Thorold%20Rogers%20-%20Caricature.jpg,1823,1890,
73328,Thorold Rogers,http://www.wikidata.org/entity/Q3069804,Reino Unido,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Thorold%20Rogers.jpg,1823,1890,
10232,Tomás Carrasquilla,http://www.wikidata.org/entity/Q3071317,Colombia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/TomasCarrasquilla.jpg,1858,1940,
19270,Filippo Pigafetta,http://www.wikidata.org/entity/Q3071913,,masculino,,1533,1604,
2837,Vicente Fidel López,http://www.wikidata.org/entity/Q3080230,Argentina,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Vicente%20Fidel%20L%C3%B3pez%2001.JPG,1815,1903,
69149,Francesc Almela i Vives,http://www.wikidata.org/entity/Q3080836,España,masculino,,1903,1967,
3285,Francesc Vallverdú,http://www.wikidata.org/entity/Q3080854,España,masculino,,1935,2014,poesía
32270,Francesco Giuntini,http://www.wikidata.org/entity/Q3080974,,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Junctinus.jpg,1523,1590,
37598,Francisco Amorós,http://www.wikidata.org/entity/Q3081794,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Amoros.jpg,1770,1848,
30244,Francisco Arias,http://www.wikidata.org/entity/Q3081803,,masculino,,1533,1605,
10297,Francisco Bilbao,http://www.wikidata.org/entity/Q3081816,Chile,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Bilbao.png,1823,1865,
13500,Francisco Calvo Serraller,http://www.wikidata.org/entity/Q3081821,España,masculino,,1948,,
11828,Francisco Javier Simonet,http://www.wikidata.org/entity/Q3081869,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Javier%20Simonet.jpg,1829,1897,
19317,Francisco Preciado de la Vega,http://www.wikidata.org/entity/Q3081923,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Anton%20von%20maron%2C%20ritratto%20di%20francisco%20preciado%2C%201749.JPG,1712,1789,
19317,Francisco Preciado de la Vega,http://www.wikidata.org/entity/Q3081923,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Anton%20von%20maron%2C%20ritratto%20di%20francisco%20preciado%2C%201749.JPG,1713,1789,
57795,Francisco Zarco,http://www.wikidata.org/entity/Q3081959,México,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Zarco.jpg,1829,1869,
26107,Francisco de Vergara,http://www.wikidata.org/entity/Q3081975,España,masculino,,,1545,
2601,Francisco del Paso y Troncoso,http://www.wikidata.org/entity/Q3081983,México,masculino,,1842,1916,
32329,Joannes de Laet,http://www.wikidata.org/entity/Q3083977,Países Bajos,masculino,,1581,1649,
14519,François Jaubert de Passa,http://www.wikidata.org/entity/Q3084958,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Jaubert%20de%20Passa.jpg,1785,1856,
67903,François Jaubert de Passa,http://www.wikidata.org/entity/Q3084958,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Jaubert%20de%20Passa.jpg,1785,1856,
68933,Frederick Christian Lewis,http://www.wikidata.org/entity/Q3087098,Reino Unido de Gran Bretaña e Irlanda,masculino,,1779,1856,
14540,Juan Eusebio Nieremberg,http://www.wikidata.org/entity/Q3087430,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Eusebio%20Nieremberg.jpg,1595,1658,
2508,Xavier Forneret,http://www.wikidata.org/entity/Q3091464,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Xavier%20Forneret%20-%201840.PNG,1809,1884,
304,Juan Huarte de San Juan,http://www.wikidata.org/entity/Q3091925,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/220212jh3.jpg,1529,1589,
5924,Félix Grande,http://www.wikidata.org/entity/Q3092458,España,masculino,,1937,2014,novela#poesía
275,Gabriel Bocángel,http://www.wikidata.org/entity/Q3093642,España,masculino,,1603,1658,
19833,Gabriel Chappuys,http://www.wikidata.org/entity/Q3093668,Francia,masculino,,1546,1613,
35587,Gabriel Daniel,http://www.wikidata.org/entity/Q3093719,Francia,masculino,,1649,1728,
22170,Gaetano Volpi,http://www.wikidata.org/entity/Q3094286,,masculino,,1689,1761,
52515,Louis Verneuil,http://www.wikidata.org/entity/Q3098317,Francia,masculino,,1893,1952,
40491,Gaspar da Cruz,http://www.wikidata.org/entity/Q3098834,Portugal,masculino,,1520,1570,
53,Juan Pérez de Montalbán,http://www.wikidata.org/entity/Q3100564,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20Juan%20Perez%20de%20Montalban.jpg,1602,1638,
8007,Jorge Bonsor,http://www.wikidata.org/entity/Q3101554,Reino Unido,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Edward%20Bonsor%20Saint%20Martin.jpg,1855,1930,
19724,Gilbert Génébrard,http://www.wikidata.org/entity/Q3105742,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert%20G%C3%A9n%C3%A9brard.JPG,1535,1597,
48075,Gilles Potvin,http://www.wikidata.org/entity/Q3106459,Canadá,masculino,,1923,2000,
17865,Giovanni Volpato,http://www.wikidata.org/entity/Q3107516,Italia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Volpato%20%281735-1803%29%20by%20Angelica%20Kauffmann.jpg,1735,1803,
17712,Girolamo Gastaldi,http://www.wikidata.org/entity/Q3107685,,masculino,,1616,1685,
2594,Pablo de Olavide,http://www.wikidata.org/entity/Q3109567,Perú,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Pablo%20Olavide.jpg,1725,1803,
2594,Pablo de Olavide,http://www.wikidata.org/entity/Q3109567,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Pablo%20Olavide.jpg,1725,1803,
44012,Gonzague Truc,http://www.wikidata.org/entity/Q3110603,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzague%20Truc%201922.jpg,1877,1972,
154,Gonzalo de Céspedes y Meneses,http://www.wikidata.org/entity/Q3110641,España,masculino,,1585,1638,
3695,Sinibaldo de Mas,http://www.wikidata.org/entity/Q3111330,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20de%20Cabanyes%20per%20Sinibald%20de%20Mas.JPG,1809,1868,
23793,Cornelius Jansen,http://www.wikidata.org/entity/Q3112440,Países Bajos,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Gent%2C%20Sint-Baafskathedraal%20Cornelius%20Jansenius%20B%20STB%20577.jpg,1510,1576,
39990,Íñigo Cavero,http://www.wikidata.org/entity/Q3112643,España,masculino,,1929,2002,
20239,Gregorio Mayans,http://www.wikidata.org/entity/Q3116338,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Joaquin%20giner-Retrato%20de%20Gregorio%20Mayans%20y%20Siscar.jpg,1699,1781,
66995,Gregorio Mayans,http://www.wikidata.org/entity/Q3116338,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Joaquin%20giner-Retrato%20de%20Gregorio%20Mayans%20y%20Siscar.jpg,1699,1781,
69473,Guillaume Morel,http://www.wikidata.org/entity/Q3120097,Francia,masculino,,1505,1564,
5504,Gustavo Valle,http://www.wikidata.org/entity/Q3121399,Venezuela,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Gustavo%20Valle%202014.JPG,1967,,
37203,Hector Fleischmann,http://www.wikidata.org/entity/Q3129247,Bélgica,masculino,,1882,1913,
60228,Henri Alexandre Tessier,http://www.wikidata.org/entity/Q3130326,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/H.-A.%20Tessier%20%281741-1837%29.jpg,1741,1837,
25918,Prudencio de Sandoval,http://www.wikidata.org/entity/Q3130411,España,masculino,,1553,1620,
2464,Henri Beauclair,http://www.wikidata.org/entity/Q3130643,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/H%20beauclair.jpg,1860,1919,
40436,Henry Ellis,http://www.wikidata.org/entity/Q3132772,Estados Unidos,masculino,,1721,1806,
25921,Juan Agustín Ceán Bermúdez,http://www.wikidata.org/entity/Q3136698,España,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Juan%20Agust%C3%ADn%20Ce%C3%A1n%20Berm%C3%BAdez%20by%20Goya%20%28c.%201785%29.jpg,1749,1829,
2687,Xavier María de Munibe e Idiáquez,http://www.wikidata.org/entity/Q3139331,España,masculino,,1723,1785,
18871,Manuel de Faria e Sousa,http://www.wikidata.org/entity/Q3142752,Portugal,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Manuel%20de%20Faria%20e%20Sousa.jpg,1590,1649,
64125,Jacques Georges de Chauffepié,http://www.wikidata.org/entity/Q3157947,Francia,masculino,,1702,1786,
14805,Jacques-Nicolas Paillot de Montabert,http://www.wikidata.org/entity/Q3158031,Francia,masculino,,1771,1849,
29295,Jacques-Étienne Montgolfier,http://www.wikidata.org/entity/Q3158089,Francia,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20%C3%89tienne%20Montgolfier.jpg,1745,1799,
48195,Jacques Lonchampt,http://www.wikidata.org/entity/Q3159411,Francia,masculino,,1925,2014,
68513,Jacques Moulinier,http://www.wikidata.org/entity/Q3159615,Francia,masculino,,1757,1828,
62911,Jacques Rigaud,http://www.wikidata.org/entity/Q3159876,Francia,masculino,,1680,1754,
64052,Jacques de Billy,http://www.wikidata.org/entity/Q3160246,Francia,masculino,,1535,1581,
69571,James Duffield Harding,http://www.wikidata.org/entity/Q3161038,Reino Unido de Gran Bretaña e Irlanda,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Duffield%20Harding04.jpg,1798,1863,
69571,James Duffield Harding,http://www.wikidata.org/entity/Q3161038,Reino de Gran Bretaña,masculino,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Duffield%20Harding04.jpg,1798,1863,
